﻿MP's name,Constituency,Office maximum budget available,Reason for budget set,Office spend,Remaining office budget,Staffing maximum budget available,Reason for budget set,Staffing spend,Remaining staffing budget,Wind-up maximum budget available,Reason for budget set,Wind-up spend,Remaining wind-up budget,Subtotal of office running costs,Accommodation maximum budget available,Reason for budget set,Accommodation spend,Remaining accommodation budget,Travel and subsistence maximum budget available,Travel and subsistence spend,Other costs maximum budget available,Other costs spend,Subtotal of other parliamentary costs,Overall total spend for this financial year,pID
Joy Morrissey,Beaconsfield CC,43300,"Standard London area budget plus an uplift of £8,500 for Covid-related business costs, and a start-up supplement of £6,000",33266.06,10033.94,207130,"Standard London area budget plus an uplift of £18,270 for Covid-related business costs",204669.39,2460.61,0,N/A,0,0,237935.45,0,N/A,0,0,N/A,79.65,N/A,0,79.65,238015.1,4759
Judith Cummins,Bradford South BC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",21741.08,14168.92,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",182454.52,11575.48,0,N/A,0,0,204195.6,33880,"Standard budget for renting a property in the London area, with an uplift to cover the cost of two dependants",25980.32,7899.68,N/A,2688.77,N/A,1221,29890.09,234085.69,4391
Julia Lopez,Hornchurch and Upminster BC,38800,"Standard London area budget plus an uplift of £10,000 for Covid-related business costs",18400.72,20399.28,207130,"Standard London area budget plus an uplift of £18,270 for Covid-related business costs",151068.18,56061.82,0,N/A,0,0,169468.9,0,N/A,0,0,N/A,0,N/A,0,0,169468.9,4647
Julian Knight,Solihull BC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",26091.2,9818.8,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",158605.72,35424.28,0,N/A,0,0,184696.92,16120,Standard budget for renting a property outside the London area,16120,0,N/A,4715.17,N/A,22.51,20857.68,205554.6,4410
Julian Lewis,New Forest East CC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",16501.08,19408.92,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",137758.44,56271.56,0,N/A,0,0,154259.52,5410,Standard budget for an MP who owns their property and is claiming the associated costs only (such as utilities),5410,0,N/A,1168.62,N/A,0,6578.62,160838.14,54
Julian Smith,Skipton and Ripon CC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",20386.28,15523.72,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",184998.01,9031.99,0,N/A,0,0,205384.29,5410,Standard budget for an MP who owns their property and is claiming the associated costs only (such as utilities),2370.47,3039.53,N/A,3288.43,N/A,0,5658.9,211043.19,4118
Julian Sturdy,York Outer CC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",7351.68,28558.32,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",154767.56,39262.44,0,N/A,0,0,162119.24,4822.12,Hotels,4822.12,0,N/A,3509.4,N/A,0,8331.52,170450.76,4079
Julie Elliott,Sunderland Central BC,34091.96,"Standard non-London area budget plus an uplift of £8,181.96 for Covid-related business costs",30629.09,3462.87,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",173216.7,20813.3,0,N/A,0,0,203845.79,23010,Standard budget for renting a property in the London area,22998.65,11.35,N/A,3137.15,N/A,5057.98,31193.78,235039.57,4127
Julie Marson,Hertford and Stortford CC,44800,"Standard London area budget plus an uplift of £10,000 for Covid-related business costs, and a start-up supplement of £6,000",28155.77,16644.23,207130,"Standard London area budget plus an uplift of £18,270 for Covid-related business costs",176854.99,30275.01,0,N/A,0,0,205010.76,0,N/A,0,0,N/A,95.13,N/A,0,95.13,205105.89,4768
Justin Madders,Ellesmere Port and Neston CC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",21268.78,14641.22,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",161381.66,32648.34,0,N/A,0,0,182650.44,28445,"Standard budget for renting a property in the London area, with an uplift to cover the cost of one dependant",20354.19,8090.81,N/A,5626.41,N/A,0,25980.6,208631.04,4418
Justin Tomlinson,North Swindon CC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",15038.27,20871.73,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",103644.49,90385.51,0,N/A,0,0,118682.76,23010,Standard budget for renting a property in the London area,17186.52,5823.48,N/A,1712.4,N/A,0,18898.92,137581.68,4105
Justine Greening,Putney BC,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,N/A,0,0,N/A,0,N/A,0,0,0,1555
Karen Bradley,Staffordshire Moorlands CC,29206.74,"Standard non-London area budget plus an uplift of £3,296.74 for Covid-related business costs",17722.75,11483.99,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",134139.65,59890.35,0,N/A,0,0,151862.4,33880,"Standard budget for renting a property in the London area, with an uplift to cover the cost of two dependants",32077.33,1802.67,N/A,4353.12,N/A,0,36430.45,188292.85,4110
Karen Buck,Westminster North BC,38800,"Standard London area budget plus an uplift of £10,000 for Covid-related business costs",19363.84,19436.16,207130,"Standard London area budget plus an uplift of £18,270 for Covid-related business costs",194087.84,13042.16,0,N/A,0,0,213451.68,0,N/A,0,0,N/A,0,N/A,0,0,213451.68,199
Karin Smyth,Bristol South BC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",23932.57,11977.43,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",174123.51,19906.49,0,N/A,0,0,198056.08,33880,"Standard budget for renting a property in the London area, with an uplift to cover the cost of two dependants",27390.18,6489.82,N/A,2056.95,N/A,0,29447.13,227503.21,4444
Karl McCartney,Lincoln BC,37310,"Standard non-London area budget plus an uplift of £5,400 for Covid-related business costs, and a start-up supplement of £6,000",25342.1,11967.9,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",114329.98,79700.02,0,N/A,0,0,139672.08,33880,"Standard budget for renting a property in the London area, with an uplift to cover the cost of two dependants",22000,11880,N/A,5142.65,N/A,0,27142.65,166814.73,4028
Karl Turner,Kingston upon Hull East BC,35710,"Standard non-London area budget plus an uplift of £9,800 for Covid-related business costs",26837.65,8872.35,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",176015.03,18014.97,0,N/A,0,0,202852.68,28445,"Standard budget for renting a property in the London area, with an uplift to cover the cost of one dependant",20395.08,8049.92,N/A,1531.1,N/A,0,21926.18,224778.86,4030
Kate Green,Stretford and Urmston BC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",18010.08,17899.92,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",161089.6,32940.4,0,N/A,0,0,179099.68,5410,Standard budget for an MP who owns their property and is claiming the associated costs only (such as utilities),5357.38,52.62,N/A,2030.93,N/A,0,7388.31,186487.99,4120
Kate Kniveton,Burton CC,38210,"Standard non-London area budget plus an uplift of £6,300 for Covid-related business costs, and a start-up supplement of £6,000",26258.21,11951.79,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",180080.63,13949.37,0,N/A,0,0,206338.84,4090,Hotels,4090,0,N/A,2174.85,N/A,0,6264.85,212603.69,4773
Kate Hollern,Blackburn BC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",23789.29,12120.71,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",154264.74,39765.26,0,N/A,0,0,178054.03,23010,Standard budget for renting a property in the London area,23004.31,5.69,N/A,2453.47,N/A,0,25457.78,203511.81,4363
Kate Osamor,Edmonton BC,37900,"Standard London area budget plus an uplift of £9,100 for Covid-related business costs",29328.15,8571.85,207130,"Standard London area budget plus an uplift of £18,270 for Covid-related business costs",170494.12,36635.88,0,N/A,0,0,199822.27,0,N/A,0,0,N/A,0,N/A,0,0,199822.27,4515
Kate Osborne,Jarrow BC,41910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs, and a start-up supplement of £6,000",19758.52,22151.48,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",160177.21,33852.79,0,N/A,0,0,179935.73,28445,"Standard budget for renting a property in the London area, with an uplift to cover the cost of one dependant",25764.38,2680.62,N/A,7374.6,N/A,0,33138.98,213074.71,4783
Katherine Fletcher,South Ribble CC,41110,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs, and a start-up supplement of £5,200",30346.85,10763.15,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",175141.7,18888.3,0,N/A,0,0,205488.55,23010,Standard budget for renting a property in the London area,21067.68,1942.32,N/A,6034.81,N/A,780,27882.49,233371.04,4834
Keir Starmer,Holborn and St Pancras BC,38800,"Standard London area budget plus an uplift of £10,000 for Covid-related business costs",24194.68,14605.32,207130,"Standard London area budget plus an uplift of £18,270 for Covid-related business costs",143824.38,63305.62,0,N/A,0,0,168019.06,0,N/A,0,0,N/A,0,N/A,0,0,168019.06,4514
Kelly Tolhurst,Rochester and Strood CC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",15388.74,20521.26,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",128478.82,65551.18,0,N/A,0,0,143867.56,2748,Hotels,2748,0,N/A,2075.99,N/A,0,4823.99,148691.55,4487
Kelvin Hopkins,Luton North BC,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,N/A,0,0,N/A,0,N/A,2015.48,2015.48,2015.48,2
Kemi Badenoch,Saffron Walden CC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",14762.97,21147.03,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",154060.52,39969.48,0,N/A,0,0,168823.49,24696.3,"Standard budget for renting a property outside the London area until 14 June 2020 and from 10 September 2020, with an uplift to cover the cost of three dependants",24696.3,0,N/A,634.97,N/A,660,25991.27,194814.76,4597
Kenny MacAskill,East Lothian CC,41910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs, and a start-up supplement of £6,000",27223.75,14686.25,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",148763.43,45266.57,0,N/A,0,0,175987.18,23030,"Standard budget for renting a property in the London area, and £20 in hotel costs",21352.01,1677.99,N/A,7541.42,N/A,0,28893.43,204880.61,4772
Kerry McCarthy,Bristol East BC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",26129.36,9780.64,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",180291.35,13738.65,0,N/A,0,0,206420.71,23010,Standard budget for renting a property in the London area,20988.16,2021.84,N/A,2465.02,N/A,3414,26867.18,233287.89,1491
Kevan Jones,North Durham CC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",19415.43,16494.57,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",158418.17,35611.83,0,N/A,0,0,177833.6,23010,Standard budget for renting a property in the London area,21288.54,1721.46,N/A,8637.53,N/A,0,29926.07,207759.67,1438
Kevin Barron,Rother Valley CC,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,N/A,0,0,N/A,0,N/A,0,0,0,392
Kevin Brennan,Cardiff West BC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",25346.26,10563.74,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",176245.02,17784.98,0,N/A,0,0,201591.28,23010,Standard budget for renting a property in the London area,21667.88,1342.12,N/A,3288.95,N/A,0,24956.83,226548.11,1400
Kevin Foster,Torbay BC,35410,"Standard non-London area budget plus an uplift of £9,500 for Covid-related business costs",26455.16,8954.84,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",169022.04,25007.96,0,N/A,0,0,195477.2,23010,Standard budget for renting a property in the London area,22501.55,508.45,N/A,5441.47,N/A,0,27943.02,223420.22,4451
Kevin Hollinrake,Thirsk and Malton CC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",15826.01,20083.99,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",145310.81,48719.19,0,N/A,0,0,161136.82,28445,"Standard budget for renting a property in the London area, with an uplift to cover the cost of one dependant",28444.94,0.06,N/A,6283.87,N/A,843,35571.81,196708.63,4474
Khalid Mahmood,"Birmingham, Perry Barr BC",35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",34407.76,1502.24,203900.18,"Standard non-London area budget, plus an uplift of £9,870.18, granted following an application to IPSA, plus an uplift of £16,480 for Covid-related business costs",203900.18,0,0,N/A,0,0,238307.94,23010,Standard budget for renting a property in the London area,20600.04,2409.96,N/A,981,N/A,0,21581.04,259888.98,1392
Kieran Mullan,Crewe and Nantwich CC,30199.06,"Standard non-London area budget plus an uplift of £4,289.06 for Covid-related business costs",30055.76,143.3,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",149568.51,44461.49,0,N/A,0,0,179624.27,23010,Standard budget for renting a property in the London area,14408.85,8601.15,N/A,1560.39,N/A,5450,21419.24,201043.51,4860
Kim Johnson,"Liverpool, Riverside BC",41910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs, and a start-up supplement of £6,000",29271.57,12638.43,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",126126.49,67903.51,0,N/A,0,0,155398.06,23010,Standard budget for renting a property in the London area,21961.36,1048.64,N/A,4391.9,N/A,0,26353.26,181751.32,4824
Kirsten Oswald,East Renfrewshire CC,41910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs, and a start-up supplement of £6,000",20563.08,21346.92,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",158756.21,35273.79,0,N/A,0,0,179319.29,33880,"Standard budget for renting a property in the London area, with an uplift to cover the cost of two dependants",23982.99,9897.01,N/A,2893.62,N/A,0,26876.61,206195.9,4413
Kirstene Hair,Angus CC,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,N/A,0,0,N/A,0,N/A,110,110,110,4675
Kirsty Blackman,Aberdeen North BC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",21834.86,14075.14,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",130194.49,63835.51,0,N/A,0,0,152029.35,33880,"Standard budget for renting a property in the London area, with an uplift to cover the cost of two dependants",30020.9,3859.1,N/A,1212.52,N/A,0,31233.42,183262.77,4357
Kit Malthouse,North West Hampshire CC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",24732.74,11177.26,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",192906.09,1123.91,0,N/A,0,0,217638.83,26990,"Standard budget for renting a property outside the London area, with an uplift to cover the cost of two dependants",26623.92,366.08,N/A,49.3,N/A,0,26673.22,244312.05,4495
Kwasi Kwarteng,Spelthorne BC,38800,"Standard London area budget plus an uplift of £10,000 for Covid-related business costs",5296.11,33503.89,207130,"Standard London area budget plus an uplift of £18,270 for Covid-related business costs",126705.11,80424.89,0,N/A,0,0,132001.22,0,N/A,0,0,N/A,12.15,N/A,0,12.15,132013.37,4134
Laura Farris,Newbury CC,40410,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs, and a start-up supplement of £4,500",30106.67,10303.33,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",159370.61,34659.39,0,N/A,0,0,189477.28,16590.73,"Standard budget for renting a property in the London area from 19 October 2020, with an uplift to cover the cost of two dependants, and £1,367.94 in hotel costs",15573.6,1017.13,N/A,5906.43,N/A,0,21480.03,210957.31,4826
Laura Pidcock,North West Durham CC,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,N/A,0,0,N/A,0,N/A,420,420,420,4665
Laura Smith,Crewe and Nantwich CC,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,N/A,0,0,N/A,0,N/A,450,450,450,4648
Laura Trott,Sevenoaks CC,44800,"Standard London area budget plus an uplift of £10,000 for Covid-related business costs, and a start-up supplement of £6,000",13162.13,31637.87,207130,"Standard London area budget plus an uplift of £18,270 for Covid-related business costs",161401.55,45728.45,0,N/A,0,0,174563.68,0,N/A,0,0,N/A,206.26,N/A,0,206.26,174769.94,4780
Laurence Robertson,Tewkesbury CC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",33332.09,2577.91,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",156150.26,37879.74,0,N/A,0,0,189482.35,23010,Standard budget for renting a property in the London area,21435.93,1574.07,N/A,5057.28,N/A,0,26493.21,215975.56,253
Layla Moran,Oxford West and Abingdon CC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",24593.03,11316.97,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",169645.3,24384.7,0,N/A,0,0,194238.33,23010,Standard budget for renting a property in the London area,15919.26,7090.74,N/A,1172.8,N/A,0,17092.06,211330.39,4656
Lee Anderson,Ashfield CC,39610,"Standard non-London area budget plus an uplift of £7,700 for Covid-related business costs, and a start-up supplement of £6,000",32141.21,7468.79,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",165215.27,28814.73,0,N/A,0,0,197356.48,21223.52,"Standard budget for renting a property in the London area until 23 February 2021, and £483 in hotel costs",21195.82,27.7,N/A,4065.76,N/A,0,25261.58,222618.06,4743
Lee Rowley,North East Derbyshire CC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",24561.26,11348.74,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",190337,3693,0,N/A,0,0,214898.26,5410,Standard budget for an MP who owns their property and is claiming the associated costs only (such as utilities),1835.32,3574.68,N/A,3668.5,N/A,0,5503.82,220402.08,4652
Leo Docherty,Aldershot BC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",24777.57,11132.43,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",163154.39,30875.61,0,N/A,0,0,187931.96,27839.45,"Standard budget for renting a property outside the London area until 14 February 2021, and in the London area from 15 February 2021, with an uplift to cover the cost of two dependants",26989.53,849.92,N/A,1566.5,N/A,0,28556.03,216487.99,4600
Lesley Laird,Kirkcaldy and Cowdenbeath CC,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,N/A,0,0,N/A,0,N/A,0,0,0,4660
Lia Nici,Great Grimsby BC,41910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs, and a start-up supplement of £6,000",22275.46,19634.54,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",137209.5,56820.5,0,N/A,0,0,159484.96,28445,"Standard budget for renting a property in the London area, with an uplift to cover the cost of one dependant",26225.33,2219.67,N/A,4321.02,N/A,0,30546.35,190031.31,4851
Liam Byrne,"Birmingham, Hodge Hill BC",35610,"Standard non-London area budget plus an uplift of £9,700 for Covid-related business costs",27483.18,8126.82,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",167848.71,26181.29,0,N/A,0,0,195331.89,26990,"Standard budget for renting a property outside the London area, with an uplift to cover the cost of two dependants",23823.06,3166.94,N/A,2183.26,N/A,0,26006.32,221338.21,1171
Liam Fox,North Somerset CC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",18727.15,17182.85,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",160967.79,33062.21,0,N/A,0,0,179694.94,23010,Standard budget for renting a property in the London area,23010,0,N/A,2085.18,N/A,0,25095.18,204790.12,223
Lilian Greenwood,Nottingham South BC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",23710.2,12199.8,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",172907.41,21122.59,0,N/A,0,0,196617.61,23010,Standard budget for renting a property in the London area,20899.92,2110.08,N/A,1998.02,N/A,0,22897.94,219515.55,4029
Lindsay Hoyle,Chorley CC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",28438.03,7471.97,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",146496.72,47533.28,0,N/A,0,0,174934.75,0,N/A,0,0,N/A,7649.06,N/A,0,7649.06,182583.81,467
Lisa Cameron,"East Kilbride, Strathaven and Lesmahagow CC",35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",24880.95,11029.05,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",161260.08,32769.92,0,N/A,0,0,186141.03,33880,"Standard budget for renting a property in the London area, with an uplift to cover the cost of two dependants",30299.07,3580.93,N/A,9711.9,N/A,0,40010.97,226152,4412
Lisa Nandy,Wigan CC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",23581.19,12328.81,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",149082.53,44947.47,0,N/A,0,0,172663.72,28289.14,"Standard budget for renting a property in the London area until 28 November 2020 and from 30 November 2020, with an uplift to cover the cost of one dependant",17695.92,10593.22,N/A,7089.9,N/A,0,24785.82,197449.54,4082
Liz Kendall,Leicester West BC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",27281.43,8628.57,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",159958.72,34071.28,0,N/A,0,0,187240.15,3974.8,Standard budget for renting a property outside the London area for three months,2864.16,1110.64,N/A,807,N/A,243.6,3914.76,191154.91,4026
Liz Saville-Roberts,Dwyfor Meirionnydd CC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",25986.23,9923.77,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",172154.18,21875.82,0,N/A,0,0,198140.41,23010,Standard budget for renting a property in the London area,21192.12,1817.88,N/A,5785.57,N/A,0,26977.69,225118.1,4521
Liz Twist,Blaydon BC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",28728.07,7181.93,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",181543.48,12486.52,0,N/A,0,0,210271.55,23010,Standard budget for renting a property in the London area,19406.93,3603.07,N/A,3690.67,N/A,2105.3,25202.9,235474.45,4618
Lloyd Russell-Moyle,"Brighton, Kemptown BC",34110,"Standard non-London area budget plus an uplift of £8,200 for Covid-related business costs",33842.27,267.73,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",190318.03,3711.97,0,N/A,0,0,224160.3,2916.33,Hotels,2916.33,0,N/A,8054.92,N/A,0,10971.25,235131.55,4615
Louise Haigh,"Sheffield, Heeley BC",35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",21886.15,14023.85,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",158867.85,35162.15,0,N/A,0,0,180754,23010,Standard budget for renting a property in the London area,17135.1,5874.9,N/A,3114.63,N/A,0,20249.73,201003.73,4473
Luciana Berger,"Liverpool, Wavertree BC",0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,N/A,0,0,N/A,0,N/A,0,0,0,4036
Lucy Allan,Telford BC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",21259.78,14650.22,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",159705.66,34324.34,0,N/A,0,0,180965.44,11599.56,Standard budget for renting a property in the London area for six months,9768.41,1831.15,N/A,2813.3,N/A,0,12581.71,193547.15,4411
Lucy Frazer,South East Cambridgeshire CC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",9753.46,26156.54,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",173870.5,20159.5,0,N/A,0,0,183623.96,0,N/A,0,0,N/A,0,N/A,0,0,183623.96,4517
Lucy Powell,Manchester Central BC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",21061.66,14848.34,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",177931.83,16098.17,0,N/A,0,0,198993.49,0,N/A,0,0,N/A,5432,N/A,0,5432,204425.49,4263
Luke Evans,Bosworth CC,41910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs, and a start-up supplement of £6,000",15877.88,26032.12,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",152036.53,41993.47,0,N/A,0,0,167914.41,23010,Standard budget for renting a property in the London area,22832.59,177.41,N/A,1111.91,N/A,0,23944.5,191858.91,4781
Luke Graham,Ochil and South Perthshire CC,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,N/A,0,0,N/A,0,N/A,0,0,0,4622
Luke Hall,Thornbury and Yate CC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",28668.21,7241.79,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",173295.2,20734.8,0,N/A,0,0,201963.41,33880,"Standard budget for renting a property in the London area, with an uplift to cover the cost of two dependants",33600,280,N/A,7253.41,N/A,0,40853.41,242816.82,4450
Luke Pollard,"Plymouth, Sutton and Devonport BC",35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",21934.71,13975.29,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",184101.16,9928.84,0,N/A,0,0,206035.87,23010,Standard budget for renting a property in the London area,22606.7,403.3,N/A,3817.2,N/A,0,26423.9,232459.77,4682
Lyn Brown,West Ham BC,38800,"Standard London area budget plus an uplift of £10,000 for Covid-related business costs",12170.64,26629.36,207130,"Standard London area budget plus an uplift of £18,270 for Covid-related business costs",197341.53,9788.47,0,N/A,0,0,209512.17,0,N/A,0,0,N/A,0,N/A,0,0,209512.17,1583
Maggie Throup,Erewash CC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",33200.01,2709.99,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",143855.19,50174.81,0,N/A,0,0,177055.2,23010,Standard budget for renting a property in the London area,22405.75,604.25,N/A,4423.69,N/A,0,26829.44,203884.64,4447
Marco Longhi,Dudley North BC,37910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs, and a start-up supplement of £2,000",31240.77,6669.23,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",149317.12,44712.88,0,N/A,0,0,180557.89,8528.75,Hotels,8528.75,0,N/A,4052.55,N/A,0,12581.3,193139.19,4789
Marcus Fysh,Yeovil CC,34374.58,"Standard non-London area budget plus an uplift of £8,464.58 for Covid-related business costs",27774.37,6600.21,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",150702.82,43327.18,0,N/A,0,0,178477.19,33880,"Standard budget for renting a property in the London area, with an uplift to cover the cost of two dependants",33880,0,N/A,1911.15,N/A,0,35791.15,214268.34,4446
Marcus Jones,Nuneaton CC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",24908.37,11001.63,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",149830.08,44199.92,0,N/A,0,0,174738.45,33880,"Standard budget for renting a property in the London area, with an uplift to cover the cost of two dependants",29638.23,4241.77,N/A,3810.95,N/A,360,33809.18,208547.63,4024
Margaret Beckett,Derby South BC,35910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs",3801.27,32108.73,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",161972.89,32057.11,0,N/A,0,0,165774.16,5410,Standard budget for an MP who owns their property and is claiming the associated costs only (such as utilities),0,5410,N/A,0,N/A,0,0,165774.16,328
Margaret Ferrier,Rutherglen and Hamilton West BC,41910,"Standard non-London area budget plus an uplift of £10,000 for Covid-related business costs, and a start-up supplement of £6,000",26945.45,14964.55,194030,"Standard non-London area budget plus an uplift of £16,480 for Covid-related business costs",103610.76,90419.24,0,N/A,0,0,130556.21,1724,Hotels,1724,0,N/A,1046.51,N/A,0,2770.51,133326.72,4386
